,question,answer,image_id,answer_idx,tokens,indexed
820,what is on the table,"lamp, paper, cream_tube, shaving_cream",image932,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
821,what is the object on the floor in front of the cabinet,garbage_bin,image877,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'in', 'front', 'of', 'the', 'cabinet']","[1060, 510, 966, 639, 646, 966, 377, 500, 400, 643, 966, 137, 0, 0, 0, 0, 0, 0, 0, 0]"
822,what is on the shelf of the white board,"whiteboard_eraser, whiteboard_marker",image631,-1,"['what', 'is', 'on', 'the', 'shelf', 'of', 'the', 'white', 'board']","[1060, 510, 646, 966, 842, 643, 966, 1067, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
823,what are the objects on the sink,"toothpaste, comb, bottle_of_hand_wash_liquid, hand_sanitizer, bar_of_soap, towel",image697,-1,"['what', 'are', 'the', 'objects', 'on', 'the', 'sink']","[1060, 26, 966, 640, 646, 966, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
824,what is right of television,fan,image595,-1,"['what', 'is', 'right', 'of', 'television']","[1060, 510, 785, 643, 960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
825,what is on the door,door_knob,image635,-1,"['what', 'is', 'on', 'the', 'door']","[1060, 510, 646, 966, 307, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
826,what is on the right side of the tap,bottle_of_hand_wash_liquid,image731,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'tap']","[1060, 510, 646, 966, 785, 854, 643, 966, 950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
827,what is the object behind the screen,bathtub,image649,-1,"['what', 'is', 'the', 'object', 'behind', 'the', 'screen']","[1060, 510, 966, 639, 70, 966, 819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
828,what is to the right of the table,sofa,image1309,-1,"['what', 'is', 'to', 'the', 'right', 'of', 'the', 'table']","[1060, 510, 984, 966, 785, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
829,how many tall chairs are there,5,image1385,-1,"['how', 'many', 'tall', 'chairs', 'are', 'there']","[474, 588, 947, 178, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
830,what object is found to the right side of the chair,paper_tray,image910,-1,"['what', 'object', 'is', 'found', 'to', 'the', 'right', 'side', 'of', 'the', 'chair']","[1060, 639, 510, 391, 984, 966, 785, 854, 643, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
831,what is found on the left side of sink,storage_rack,image700,-1,"['what', 'is', 'found', 'on', 'the', 'left', 'side', 'of', 'sink']","[1060, 510, 391, 646, 966, 562, 854, 643, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
832,what is above the sink,shelves,image567,-1,"['what', 'is', 'above', 'the', 'sink']","[1060, 510, 5, 966, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
833,what is the colour of the sofa,brown,image383,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'sofa']","[1060, 510, 966, 211, 643, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
834,what is placed on the table,"telephone, stand",image600,-1,"['what', 'is', 'placed', 'on', 'the', 'table']","[1060, 510, 720, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
835,what is on the left side of the wooden wall,"chair, stool",image478,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'wooden', 'wall']","[1060, 510, 646, 966, 562, 854, 643, 966, 1084, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
836,what is the large white object next to the white wall on the small table,printer,image24,-1,"['what', 'is', 'the', 'large', 'white', 'object', 'next', 'to', 'the', 'white', 'wall', 'on', 'the', 'small', 'table']","[1060, 510, 966, 552, 1067, 639, 628, 984, 966, 1067, 1049, 646, 966, 866, 944, 0, 0, 0, 0, 0]"
837,what is on the table,"book, paper, bottle",image1259,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
838,what is on the show piece shelf,mirror,image1326,-1,"['what', 'is', 'on', 'the', 'show', 'piece', 'shelf']","[1060, 510, 646, 966, 850, 705, 842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
839,what is at the top right corner,photo,image1417,-1,"['what', 'is', 'at', 'the', 'top', 'right', 'corner']","[1060, 510, 32, 966, 993, 785, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
840,how many red colour sofas are there,2,image1308,-1,"['how', 'many', 'red', 'colour', 'sofas', 'are', 'there']","[474, 588, 771, 211, 874, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
841,what is the object on the floor right of the floor mat,bathtub,image686,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'right', 'of', 'the', 'floor', 'mat']","[1060, 510, 966, 639, 646, 966, 377, 785, 643, 966, 377, 593, 0, 0, 0, 0, 0, 0, 0, 0]"
842,what is on the left side of the cream,lint_roller,image67,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'cream']","[1060, 510, 646, 966, 562, 854, 643, 966, 255, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
843,what is behind the whiteboard and in front of the wall,stacked_chairs,image5,-1,"['what', 'is', 'behind', 'the', 'whiteboard', 'and', 'in', 'front', 'of', 'the', 'wall']","[1060, 510, 70, 966, 1068, 15, 500, 400, 643, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
844,what is in front of the table,chair,image1061,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'table']","[1060, 510, 500, 400, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
845,what is in front of the white sofa,table,image1429,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'white', 'sofa']","[1060, 510, 500, 400, 643, 966, 1067, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
846,what is the object on the sink,hand_sanitizer,image48,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'sink']","[1060, 510, 966, 639, 646, 966, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
847,how many blue pictures are there,2,image1255,-1,"['how', 'many', 'blue', 'pictures', 'are', 'there']","[474, 588, 98, 704, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
848,what is the colour of the sheets,pink,image1196,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'sheets']","[1060, 510, 966, 211, 643, 966, 841, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
849,what is the object on the floor close to the wall divider,stool,image836,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'close', 'to', 'the', 'wall', 'divider']","[1060, 510, 966, 639, 646, 966, 377, 196, 984, 966, 1049, 296, 0, 0, 0, 0, 0, 0, 0, 0]"
850,what is on the last shelf,container,image495,-1,"['what', 'is', 'on', 'the', 'last', 'shelf']","[1060, 510, 646, 966, 555, 842, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
851,what is on the left side of the cupboard,guitar,image918,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'cupboard']","[1060, 510, 646, 966, 562, 854, 643, 966, 261, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
852,what are the colours on the chair,"blue, red",image988,-1,"['what', 'are', 'the', 'colours', 'on', 'the', 'chair']","[1060, 26, 966, 213, 646, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
853,what is the object on the top of the table,vase,image805,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'top', 'of', 'the', 'table']","[1060, 510, 966, 639, 646, 966, 993, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
854,how many picture frames are there on the table,3,image383,-1,"['how', 'many', 'picture', 'frames', 'are', 'there', 'on', 'the', 'table']","[474, 588, 703, 396, 26, 969, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
855,what is on the right side of the toilet,curtain,image499,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'toilet']","[1060, 510, 646, 966, 785, 854, 643, 966, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
856,how many black stapler are there on the brown table,2,image38,-1,"['how', 'many', 'black', 'stapler', 'are', 'there', 'on', 'the', 'brown', 'table']","[474, 588, 90, 903, 26, 969, 646, 966, 122, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
857,what is on the right side of the sofa,"guitar, light",image1202,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'sofa']","[1060, 510, 646, 966, 785, 854, 643, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
858,what is on the stool,cell_phone,image537,-1,"['what', 'is', 'on', 'the', 'stool']","[1060, 510, 646, 966, 916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
859,what is to the left of the computer,telephone,image609,-1,"['what', 'is', 'to', 'the', 'left', 'of', 'the', 'computer']","[1060, 510, 984, 966, 562, 643, 966, 219, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
860,what is the object found right bottom of the refridgerator,stool,image875,-1,"['what', 'is', 'the', 'object', 'found', 'right', 'bottom', 'of', 'the', 'refridgerator']","[1060, 510, 966, 639, 391, 785, 112, 643, 966, 774, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
861,what is stuck on the wall,lamp,image1338,-1,"['what', 'is', 'stuck', 'on', 'the', 'wall']","[1060, 510, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
862,what is in front of the cable,paper,image839,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'cable']","[1060, 510, 500, 400, 643, 966, 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
863,what is in front of the chair,flower_pot,image1305,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'chair']","[1060, 510, 500, 400, 643, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
864,what is the object on the floor right of the bathtub,cabinet,image737,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'right', 'of', 'the', 'bathtub']","[1060, 510, 966, 639, 646, 966, 377, 785, 643, 966, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
865,what is on the left side of the stool,refridgerator,image875,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'stool']","[1060, 510, 646, 966, 562, 854, 643, 966, 916, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
866,what is stuck on the wall,photo,image1337,-1,"['what', 'is', 'stuck', 'on', 'the', 'wall']","[1060, 510, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
867,what are found on the floor,"bottle_of_liquid, wire_board, wire",image1085,-1,"['what', 'are', 'found', 'on', 'the', 'floor']","[1060, 26, 391, 646, 966, 377, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
868,what is on the bed,clothes,image1060,-1,"['what', 'is', 'on', 'the', 'bed']","[1060, 510, 646, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
869,what is on the left corner of the table,can,image157,-1,"['what', 'is', 'on', 'the', 'left', 'corner', 'of', 'the', 'table']","[1060, 510, 646, 966, 562, 240, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
870,what is on the bed,clothes,image1042,-1,"['what', 'is', 'on', 'the', 'bed']","[1060, 510, 646, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
871,what is at the top left corner,window,image1424,-1,"['what', 'is', 'at', 'the', 'top', 'left', 'corner']","[1060, 510, 32, 966, 993, 562, 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
872,what is on top of the side table that is left of the bed,lamp,image79,-1,"['what', 'is', 'on', 'top', 'of', 'the', 'side', 'table', 'that', 'is', 'left', 'of', 'the', 'bed']","[1060, 510, 646, 993, 643, 966, 854, 944, 965, 510, 562, 643, 966, 62, 0, 0, 0, 0, 0, 0]"
873,what is the colour of computer screen,black,image782,-1,"['what', 'is', 'the', 'colour', 'of', 'computer', 'screen']","[1060, 510, 966, 211, 643, 219, 819, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
874,what is to the left of the plant,cabinet,image1369,-1,"['what', 'is', 'to', 'the', 'left', 'of', 'the', 'plant']","[1060, 510, 984, 966, 562, 643, 966, 722, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
875,what are the things on the dining table,"box, purse, cup",image1412,-1,"['what', 'are', 'the', 'things', 'on', 'the', 'dining', 'table']","[1060, 26, 966, 971, 646, 966, 284, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
876,what is on the right side of the table,xbox,image431,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'table']","[1060, 510, 646, 966, 785, 854, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
877,what are the things on the dining table,"table_runner, flower_pot",image1434,-1,"['what', 'are', 'the', 'things', 'on', 'the', 'dining', 'table']","[1060, 26, 966, 971, 646, 966, 284, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
878,what is to the left of the telephone,towel,image937,-1,"['what', 'is', 'to', 'the', 'left', 'of', 'the', 'telephone']","[1060, 510, 984, 966, 562, 643, 966, 958, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
879,what is on the right side of the bed,night_stand,image1171,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'bed']","[1060, 510, 646, 966, 785, 854, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
880,what is to the right of printer,shelves,image24,-1,"['what', 'is', 'to', 'the', 'right', 'of', 'printer']","[1060, 510, 984, 966, 785, 643, 750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
881,how many chairs found,4,image850,-1,"['how', 'many', 'chairs', 'found']","[474, 588, 178, 391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
882,what is in front of the table runner,garbage_bin,image931,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'table', 'runner']","[1060, 510, 500, 400, 643, 966, 944, 804, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
883,how many pillows are there on the sofa,3,image1210,-1,"['how', 'many', 'pillows', 'are', 'there', 'on', 'the', 'sofa']","[474, 588, 713, 26, 969, 646, 966, 873, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
884,what is the object left of the chair in front of the wall,water_dispenser,image21,-1,"['what', 'is', 'the', 'object', 'left', 'of', 'the', 'chair', 'in', 'front', 'of', 'the', 'wall']","[1060, 510, 966, 639, 562, 643, 966, 177, 500, 400, 643, 966, 1049, 0, 0, 0, 0, 0, 0, 0]"
885,what is on the wall,"mirror, picture",image1085,-1,"['what', 'is', 'on', 'the', 'wall']","[1060, 510, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
886,what is behind the cloth bag,stool,image176,-1,"['what', 'is', 'behind', 'the', 'cloth', 'bag']","[1060, 510, 70, 966, 201, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
887,what is stuck on the wall,photo,image1398,-1,"['what', 'is', 'stuck', 'on', 'the', 'wall']","[1060, 510, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
888,what is on the left side of the night stand,bed,image525,-1,"['what', 'is', 'on', 'the', 'left', 'side', 'of', 'the', 'night', 'stand']","[1060, 510, 646, 966, 562, 854, 643, 966, 629, 900, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
889,what is on the right side of the stove,"knife_rack, knife",image779,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'stove']","[1060, 510, 646, 966, 785, 854, 643, 966, 920, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
890,what is at the right side,bed,image1078,-1,"['what', 'is', 'at', 'the', 'right', 'side']","[1060, 510, 32, 966, 785, 854, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
891,what is on the right side of the flower vase,picture,image1405,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'flower', 'vase']","[1060, 510, 646, 966, 785, 854, 643, 966, 379, 1035, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
892,what is stuck on the right side of the wall,mask,image1420,-1,"['what', 'is', 'stuck', 'on', 'the', 'right', 'side', 'of', 'the', 'wall']","[1060, 510, 925, 646, 966, 785, 854, 643, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
893,what is behind the bed,basket,image1093,-1,"['what', 'is', 'behind', 'the', 'bed']","[1060, 510, 70, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
894,what is in the clothes hanger,towel,image697,-1,"['what', 'is', 'in', 'the', 'clothes', 'hanger']","[1060, 510, 500, 966, 202, 442, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
895,what is on the right side of the tap,cup,image575,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'tap']","[1060, 510, 646, 966, 785, 854, 643, 966, 950, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
896,what is the largest object,cabinet,image49,-1,"['what', 'is', 'the', 'largest', 'object']","[1060, 510, 966, 554, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
897,what is on the wall,picture,image869,-1,"['what', 'is', 'on', 'the', 'wall']","[1060, 510, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
898,what is the largest object,shelves,image229,-1,"['what', 'is', 'the', 'largest', 'object']","[1060, 510, 966, 554, 639, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
899,what is in front of the table,basket,image1156,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'table']","[1060, 510, 500, 400, 643, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
900,what is placed on the shelves,pillow,image233,-1,"['what', 'is', 'placed', 'on', 'the', 'shelves']","[1060, 510, 720, 646, 966, 844, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
901,what is above the printer,microwave,image828,-1,"['what', 'is', 'above', 'the', 'printer']","[1060, 510, 5, 966, 750, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
902,what is visible in the sink,bowl,image133,-1,"['what', 'is', 'visible', 'in', 'the', 'sink']","[1060, 510, 1046, 500, 966, 860, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
903,what is the object front,sofa,image1311,-1,"['what', 'is', 'the', 'object', 'front']","[1060, 510, 966, 639, 400, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
904,what is on the table,"books, papers",image396,-1,"['what', 'is', 'on', 'the', 'table']","[1060, 510, 646, 966, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
905,what is the object on the floor below the television,table,image643,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'below', 'the', 'television']","[1060, 510, 966, 639, 646, 966, 377, 72, 966, 960, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
906,what are the things to the right of the chair,"flask, book, lamp, cup, pillow",image184,-1,"['what', 'are', 'the', 'things', 'to', 'the', 'right', 'of', 'the', 'chair']","[1060, 26, 966, 971, 984, 966, 785, 643, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
907,what are objects in front of the window,"plant, picture, table, light",image50,-1,"['what', 'are', 'objects', 'in', 'front', 'of', 'the', 'window']","[1060, 26, 640, 500, 400, 643, 966, 1072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
908,what is in front of the wall,table,image482,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'wall']","[1060, 510, 500, 400, 643, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
909,what is in front of the mirror,"mirror, bottle, towel",image699,-1,"['what', 'is', 'in', 'front', 'of', 'the', 'mirror']","[1060, 510, 500, 400, 643, 966, 604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
910,what is on the chair,clothes,image546,-1,"['what', 'is', 'on', 'the', 'chair']","[1060, 510, 646, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
911,what is above the chair,photo,image1151,-1,"['what', 'is', 'above', 'the', 'chair']","[1060, 510, 5, 966, 177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
912,what is the object on the floor right of the bed,cabinet,image1058,-1,"['what', 'is', 'the', 'object', 'on', 'the', 'floor', 'right', 'of', 'the', 'bed']","[1060, 510, 966, 639, 646, 966, 377, 785, 643, 966, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
913,what is hung on the wall,picture,image14,-1,"['what', 'is', 'hung', 'on', 'the', 'wall']","[1060, 510, 475, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
914,what object is stuck on the wall,television,image1108,-1,"['what', 'object', 'is', 'stuck', 'on', 'the', 'wall']","[1060, 639, 510, 925, 646, 966, 1049, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
915,what is in front of of the monitor to right of cpu,wire,image32,-1,"['what', 'is', 'in', 'front', 'of', 'of', 'the', 'monitor', 'to', 'right', 'of', 'cpu']","[1060, 510, 500, 400, 643, 643, 966, 608, 984, 785, 643, 253, 0, 0, 0, 0, 0, 0, 0, 0]"
916,how many white chairs are there around the dinner table,8,image1428,-1,"['how', 'many', 'white', 'chairs', 'are', 'there', 'around', 'the', 'dinner', 'table']","[474, 588, 1067, 178, 26, 969, 31, 966, 285, 944, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
917,what is found in front of the chairs,door,image925,-1,"['what', 'is', 'found', 'in', 'front', 'of', 'the', 'chairs']","[1060, 510, 391, 500, 400, 643, 966, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
918,what are the objects on the cot,"pillow, blanket",image58,-1,"['what', 'are', 'the', 'objects', 'on', 'the', 'cot']","[1060, 26, 966, 640, 646, 966, 242, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
919,what is the colour of the bag on the left side of the papers,blue,image394,-1,"['what', 'is', 'the', 'colour', 'of', 'the', 'bag', 'on', 'the', 'left', 'side', 'of', 'the', 'papers']","[1060, 510, 966, 211, 643, 966, 42, 646, 966, 562, 854, 643, 966, 682, 0, 0, 0, 0, 0, 0]"
920,what is on the right side of the container,cooking_pan,image867,-1,"['what', 'is', 'on', 'the', 'right', 'side', 'of', 'the', 'container']","[1060, 510, 646, 966, 785, 854, 643, 966, 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
921,how many sofas are there,2,image1331,-1,"['how', 'many', 'sofas', 'are', 'there']","[474, 588, 874, 26, 969, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
922,what id to the left of the toilet,sink,image650,-1,"['what', 'id', 'to', 'the', 'left', 'of', 'the', 'toilet']","[1060, 476, 984, 966, 562, 643, 966, 987, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
923,what is the object close to the refrigerator,magnet,image126,-1,"['what', 'is', 'the', 'object', 'close', 'to', 'the', 'refrigerator']","[1060, 510, 966, 639, 196, 984, 966, 775, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
924,what is the gray object close to the white board,curtain,image210,-1,"['what', 'is', 'the', 'gray', 'object', 'close', 'to', 'the', 'white', 'board']","[1060, 510, 966, 424, 639, 196, 984, 966, 1067, 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
925,what is on the wall on the left side of the bathtub,bottle_of_liquid,image504,-1,"['what', 'is', 'on', 'the', 'wall', 'on', 'the', 'left', 'side', 'of', 'the', 'bathtub']","[1060, 510, 646, 966, 1049, 646, 966, 562, 854, 643, 966, 59, 0, 0, 0, 0, 0, 0, 0, 0]"
